Pedigree,Height.15,Height.17,Height.22,Height.24,Height.27,Height.30,Height.32,Height.37,Height.39,Height.41,Height.45,Height.48,Height.51,Height.56,Height.60,Height.62,Height.69,Height.73,Height.76,Height.80,Height.83,Height.87,Height.90,Height.99,Height.101,Height.104,Height.107,Height.111,Height.114,Height.118,Height.122,Height.126
W10004_0474 X PHZ51,-0.025454761,-0.007643792,0.077039262,0.132657649,0.245865945,0.399249379,0.524703008,0.909496934,1.082638963,1.258710337,1.593438484,1.805568086,1.969597029,2.133934351,2.191102713,2.204896662,2.220293244,2.221566987,2.221861787,2.222018041,2.222075691,2.222122657,2.222117178,2.222186392,2.222191571,2.222197715,2.222202324,2.222206701,2.222209009,2.222124963,2.22221258,2.222213497
W10004_0476 X PHK76,-0.032792667,-0.01789687,0.055345702,0.104743361,0.207270606,0.349181417,0.467139334,0.836233966,1.00480308,1.177175829,1.50560161,1.712090682,1.868628039,2.018335168,2.066215183,2.07699491,2.088377566,2.089316574,2.08954794,2.089676709,2.089725267,2.089764973,2.089760338,2.089818884,2.089823265,2.089828461,2.08983236,2.089836063,2.089838015,2.089766924,2.089841035,2.089841811
W10004_0476 X PHP02,-0.064455008,-0.048265188,0.029907616,0.08184247,0.18840055,0.33400429,0.453849898,0.824395685,0.992223352,1.163424898,1.489988827,1.697257896,1.857184158,2.01582306,2.069610013,2.082205613,2.095701525,2.096747539,2.096989099,2.097119288,2.097167902,2.097207612,2.097202977,2.097261524,2.097265904,2.097271101,2.097274999,2.097278702,2.097280654,2.097209563,2.097283674,2.097284451
W10004_0476 X PHZ51,0.010231443,0.028120773,0.113002569,0.168674135,0.281897747,0.435195804,0.560537286,0.944984395,1.11805245,1.294155553,1.629433972,1.842480456,2.00778946,2.174505172,2.233188034,2.247504508,2.263697467,2.265053513,2.265362472,2.265522241,2.26558019,2.265627195,2.265621717,2.265690932,2.26569611,2.265702254,2.265706864,2.265711241,2.265713549,2.265629503,2.265717119,2.265718037
W10004_0487 X PHK76,0.071904659,0.088852593,0.170619394,0.22492277,0.336316457,0.48846778,0.613630803,0.999965961,1.174476178,1.352070679,1.689187131,1.901536488,2.064057851,2.223441928,2.276852265,2.289342143,2.302908711,2.304037303,2.304312397,2.304464795,2.304522206,2.304569148,2.304563668,2.304632883,2.304638062,2.304644205,2.304648815,2.304653192,2.3046555,2.304571454,2.30465907,2.304659988
W10004_0487 X PHP02,-0.088366834,-0.073453415,-0.000657322,0.048293244,0.149903523,0.290901897,0.40858122,0.780427663,0.952380207,1.129788099,1.472800688,1.692294699,1.860905169,2.023939266,2.076430721,2.088331944,2.101130873,2.102229443,2.102502557,2.10265477,2.102712177,2.102759119,2.102753639,2.102822854,2.102828032,2.102834176,2.102838785,2.102843163,2.10284547,2.102761425,2.102849041,2.102849959
W10004_0487 X PHZ51,0.037028355,0.054174255,0.136735547,0.191489972,0.30371576,0.456909882,0.58291374,0.972123738,1.148230716,1.327758469,1.669831741,1.886674832,2.053873289,2.219820474,2.276337639,2.289678453,2.304190158,2.305366487,2.305646159,2.305799178,2.30585661,2.305903553,2.305898074,2.305967289,2.305972467,2.305978611,2.30598322,2.305987598,2.305989905,2.30590586,2.305993476,2.305994393
W10004_0498 X PHK76,0.016525158,0.034332151,0.119363115,0.175374862,0.289582694,0.44454547,0.57137708,0.960358454,1.135178361,1.312703081,1.649073688,1.860990758,2.023652932,2.184472959,2.239208446,2.252174977,2.266394314,2.267567458,2.267847608,2.268000804,2.26805825,2.268105194,2.268099715,2.26816893,2.268174108,2.268180252,2.268184861,2.268189238,2.268191546,2.2681075,2.268195117,2.268196034
W10004_0498 X PHP02,0.05191485,0.071116598,0.159190883,0.215620653,0.328688306,0.479522623,0.601581191,0.971444516,1.136376863,1.303454388,1.619866836,1.820051434,1.975168656,2.132176185,2.188411138,2.202511797,2.219375614,2.221005355,2.221397832,2.221592742,2.22165666,2.221705226,2.221699906,2.221769149,2.221774327,2.221780471,2.22178508,2.221789458,2.221791765,2.22170772,2.221795336,2.221796253
W10004_0498 X PHZ51,0.140278481,0.156984128,0.23730713,0.290532757,0.399592893,0.548474263,0.670982433,1.04994823,1.221812285,1.397361312,1.733213734,1.947541133,2.114127485,2.281794941,2.340178639,2.354206975,2.369698797,2.370950397,2.37123958,2.371394269,2.371451785,2.371498735,2.371493256,2.371562471,2.371567649,2.371573793,2.371578402,2.37158278,2.371585087,2.371501042,2.371588658,2.371589575
W10004_0501 X PHK76,0.023929212,0.041487959,0.125724781,0.181401079,0.295171789,0.449852038,0.576599063,0.96554346,1.140242256,1.317443615,1.652220494,1.862005694,2.021973571,2.17839449,2.230803446,2.243093395,2.256512607,2.257639264,2.257914388,2.258066808,2.258124219,2.258171162,2.258165682,2.258234897,2.258240075,2.258246219,2.258250828,2.258255206,2.258257513,2.258173468,2.258261084,2.258262002
W10004_0501 X PHP02,0.02575467,0.044112973,0.129979821,0.185709194,0.298232269,0.44940192,0.572272665,0.946147276,1.113238328,1.282557502,1.602941031,1.805018452,1.960797129,2.116611065,2.170986061,2.184212767,2.199231301,2.200527489,2.200831318,2.200990907,2.201048963,2.201095998,2.201090523,2.201159738,2.201164916,2.20117106,2.201175669,2.201180047,2.201182354,2.201098309,2.201185925,2.201186842
W10004_0501 X PHZ51,-0.004080076,0.013272393,0.096347774,0.151187761,0.263190031,0.415449696,0.540261935,0.923891591,1.096654757,1.272287064,1.605585733,1.815909135,1.977533481,2.137490149,2.19195921,2.204860717,2.219002885,2.220170409,2.22044981,2.220602866,2.220660304,2.220707248,2.220701768,2.220770983,2.220776161,2.220782305,2.220786915,2.220791292,2.2207936,2.220709554,2.22079717,2.220798088
W10004_0505 X PHK76,0.007263022,0.025870452,0.113825476,0.17129939,0.287782464,0.444740393,0.572484989,0.961126575,1.134473044,1.309733832,1.639706968,1.846086238,2.003581503,2.158326516,2.210744188,2.223161966,2.236847814,2.23799911,2.238277368,2.23843033,2.238487769,2.238534713,2.238529234,2.238598448,2.238603627,2.238609771,2.23861438,2.238618757,2.238621065,2.238537019,2.238624636,2.238625553
W10004_0505 X PHP02,0.0416043,0.057791892,0.135681146,0.18733068,0.293224393,0.437884259,0.556984452,0.925661622,1.092940612,1.263830433,1.590754958,1.799290536,1.961240424,2.123962178,2.180464035,2.194013939,2.208967793,2.21018604,2.210471119,2.210625073,2.210682551,2.210729498,2.210724018,2.210793233,2.210798411,2.210804555,2.210809164,2.210813542,2.210815849,2.210731804,2.21081942,2.210820338
W10004_0505 X PHZ51,0.07057571,0.087588077,0.168998842,0.222745774,0.332576722,0.48206488,0.604791188,0.983294256,1.154516661,1.32919558,1.662926156,1.87573572,2.041227468,2.208314999,2.26699588,2.281237558,2.297182911,2.298492232,2.298791242,2.29894819,2.29900587,2.299052837,2.299047358,2.299116573,2.299121751,2.299127895,2.299132504,2.299136882,2.299139189,2.299055144,2.29914276,2.299143678
W10004_0601 X PHK76,0.026285626,0.042180727,0.119687786,0.171634264,0.278940397,0.426611725,0.548723853,0.927364148,1.098492344,1.27219821,1.59910625,1.801559679,1.953430431,2.098376879,2.145910073,2.15705966,2.16946939,2.170566061,2.170839152,2.170991365,2.171048772,2.171095714,2.171090234,2.171159449,2.171164627,2.171170771,2.17117538,2.171179758,2.171182065,2.17109802,2.171185636,2.171186554
W10004_0601 X PHP02,-0.023817767,-0.007486667,0.070531875,0.121983952,0.227060329,0.369997934,0.487306087,0.84897,1.012531986,1.179375906,1.498109215,1.701391045,1.859586727,2.01971388,2.076344034,2.090213929,2.105975656,2.107308922,2.107614766,2.107773803,2.107831685,2.10787868,2.107873202,2.107942416,2.107947595,2.107953739,2.107958348,2.107962725,2.107965033,2.107880987,2.107968604,2.107969521
W10004_0601 X PHZ51,-0.065712819,-0.045251721,0.048555413,0.108561115,0.228521563,0.387972538,0.516521547,0.90341319,1.074612578,1.247122015,1.570769749,1.772653315,1.926507377,2.077453533,2.128456805,2.140498975,2.153709656,2.15479746,2.15505182,2.155186379,2.155235517,2.155275322,2.155270693,2.15532924,2.15533362,2.155338817,2.155342716,2.155346419,2.15534837,2.155277279,2.155351391,2.155352167
W10004_0602 X PHK76,0.01678941,0.032478555,0.108691136,0.159622678,0.264636856,0.408934761,0.528196845,0.89846445,1.066386271,1.237451312,1.561870292,1.765191613,1.919509443,2.068671241,2.11785242,2.129321268,2.141942051,2.143041012,2.143314162,2.143466377,2.143523783,2.143570725,2.143565246,2.14363446,2.143639639,2.143645783,2.143650392,2.143654769,2.143657077,2.143573031,2.143660648,2.143661565
W10004_0602 X PHP02,0.102846683,0.121137844,0.206879574,0.262632252,0.375378295,0.52714905,0.650731224,1.027917431,1.197062486,1.368868164,1.695327914,1.902525783,2.063371485,2.22621623,2.284228136,2.298610802,2.31534555,2.316833674,2.31717555,2.31734655,2.317405917,2.317453189,2.317447728,2.317516944,2.317522123,2.317528266,2.317532876,2.317537253,2.317539561,2.317455515,2.317543131,2.317544049
W10004_0602 X PHZ51,-0.048638344,-0.030639856,0.054823706,0.110890407,0.224899187,0.37917131,0.505205297,0.891020359,1.064245619,1.240141585,1.573683355,1.78429878,1.946539922,2.108115835,2.16382742,2.177178282,2.191990356,2.193217222,2.193505197,2.193659999,2.193717548,2.193764503,2.193759024,2.193828239,2.193833417,2.193839561,2.19384417,2.193848547,2.193850855,2.193766809,2.193854426,2.193855343
W10004_0608 X PHP02,-0.116043893,-0.100975608,-0.027558774,0.021700836,0.123726675,0.264882564,0.382381865,0.752229857,0.922729709,1.098456694,1.438409615,1.657024986,1.826605412,1.993861662,2.049140628,2.061776597,2.075195779,2.076304676,2.076578103,2.076730329,2.076787736,2.076834678,2.076829198,2.076898413,2.076903591,2.076909735,2.076914344,2.076918722,2.076921029,2.076836984,2.0769246,2.076925518
W10004_0608 X PHZ51,0.059186087,0.076543898,0.159746157,0.214700345,0.326968417,0.479654185,0.604886935,0.990452939,1.164562013,1.342001312,1.680464136,1.895800354,2.062768999,2.230225908,2.288150894,2.30194921,2.31695204,2.318103126,2.318357993,2.3184906,2.318539347,2.318579069,2.318574434,2.31863298,2.318637361,2.318642557,2.318646456,2.318650159,2.318652111,2.31858102,2.318655131,2.318655907
W10004_0612 X PHK76,-0.014175639,0.004003479,0.090449356,0.147195249,0.262577443,0.418601971,0.545927706,0.934632014,1.108504351,1.284542826,1.61652685,1.824432477,1.983151075,2.138983938,2.191628242,2.204061319,2.217714502,2.218859164,2.219136383,2.219289136,2.219346562,2.219393505,2.219388026,2.219457241,2.219462419,2.219468563,2.219473172,2.219477549,2.219479857,2.219395811,2.219483428,2.219484345
W10004_0612 X PHP02,0.097262285,0.115825063,0.202266586,0.258221151,0.371050981,0.522499699,0.645573518,1.020367822,1.188185631,1.358558979,1.682218878,1.887681698,2.047242727,2.208846409,2.266450446,2.280753535,2.297568741,2.299128364,2.299493269,2.299668819,2.299724423,2.299765871,2.299761404,2.299819979,2.299824359,2.299829556,2.299833455,2.299837158,2.299839109,2.299768018,2.29984213,2.299842906
W10004_0612 X PHZ51,0.012796471,0.032408315,0.122859704,0.180988096,0.297611414,0.453301706,0.579296116,0.960814709,1.130739191,1.302709148,1.627817449,1.83296181,1.991427877,2.150829793,2.207166129,2.221064869,2.237196287,2.238643497,2.23898131,2.239152383,2.239211971,2.239259326,2.239253873,2.239323092,2.23932827,2.239334414,2.239339023,2.2393434,2.239345708,2.239261662,2.239349279,2.239350196
W10004_0614 X PHK76,-0.036799116,-0.020893889,0.056031747,0.107256031,0.212605361,0.357011096,0.476202009,0.84623973,1.014449504,1.186352032,1.51492302,1.723755602,1.884911616,2.044622324,2.098723549,2.111431468,2.125227466,2.126364162,2.126639783,2.126792227,2.126849639,2.126896581,2.126891101,2.126960316,2.126965494,2.126971638,2.126976247,2.126980625,2.126982932,2.126898887,2.126986503,2.126987421
W10004_0614 X PHP02,-0.034904045,-0.017443938,0.066517789,0.122100098,0.235772947,0.390391812,0.517074763,0.905326546,1.079303728,1.255398292,1.58667182,1.792915946,1.949122484,2.100462282,2.150695243,2.162446586,2.175340929,2.176447948,2.176721556,2.176873807,2.176931214,2.176978156,2.176972676,2.177041891,2.17704707,2.177053213,2.177057823,2.1770622,2.177064508,2.176980462,2.177068078,2.177068996
W10004_0614 X PHZ51,0.097564404,0.113903833,0.192383353,0.24436351,0.350876024,0.496355588,0.616170914,0.987695635,1.156777821,1.330002696,1.663474284,1.878532311,2.047907037,2.22268133,2.286283706,2.302204462,2.320652602,2.322207203,2.322546408,2.322712785,2.322771199,2.322818253,2.322812776,2.322881991,2.32288717,2.322893313,2.322897923,2.3229023,2.322904608,2.322820562,2.322908178,2.322909096
W10004_0616 X PHK76,-0.158749613,-0.143918324,-0.071425641,-0.022610482,0.07882178,0.219648193,0.337107414,0.706411405,0.875447357,1.048035273,1.374213092,1.575628239,1.725286513,1.866270081,1.912428591,1.923369129,1.935678262,1.936774546,1.937047632,1.937199845,1.937257252,1.937304194,1.937298714,1.937367929,1.937373107,1.937379251,1.93738386,1.937388238,1.937390545,1.9373065,1.937394116,1.937395034
W10004_0616 X PHP02,0.010470088,0.027650144,0.109984441,0.164380059,0.275543186,0.426765593,0.550792925,0.932267766,1.104153342,1.278935129,1.610692843,1.820053257,1.980904238,2.139992941,2.194098351,2.206900877,2.220926384,2.222086606,2.222365154,2.222518068,2.222575499,2.222622443,2.222616963,2.222686178,2.222691356,2.2226975,2.222702109,2.222706487,2.222708795,2.222624749,2.222712365,2.222713283
W10004_0616 X PHZ51,0.178434354,0.196638251,0.28266262,0.338911381,0.453061507,0.607249753,0.733090176,1.118124625,1.291078225,1.466853075,1.800938107,2.012826057,2.176994949,2.342310307,2.400446843,2.414637261,2.430727957,2.432086647,2.43239735,2.432557839,2.432615881,2.432662902,2.432657425,2.43272664,2.432731818,2.432737962,2.432742571,2.432746949,2.432749256,2.432665211,2.432752827,2.432753745
W10004_0618 X PHK76,0.030843761,0.047501852,0.128138393,0.18180172,0.292012746,0.442713501,0.566776217,0.950114751,1.123468824,1.300031681,1.635654107,1.84738603,2.009524671,2.168177314,2.220780508,2.232874811,2.245634378,2.246626563,2.246861821,2.24699099,2.247039557,2.247079264,2.247074629,2.247133175,2.247137556,2.247142752,2.247146651,2.247150354,2.247152306,2.247081215,2.247155326,2.247156102
W10004_0618 X PHP02,-0.026516135,-0.009970383,0.069505249,0.122136232,0.229943761,0.377089718,0.498175028,0.872922097,1.043030277,1.216939361,1.550302299,1.763770428,1.930418814,2.099552205,2.159314505,2.173866053,2.190169852,2.191498155,2.191798838,2.191955925,2.192013596,2.192060561,2.192055082,2.192124297,2.192129475,2.192135619,2.192140228,2.192144606,2.192146913,2.192062868,2.192150484,2.192151402
W10004_0618 X PHZ51,0.103138866,0.119194107,0.196872714,0.248618773,0.355092856,0.501165229,0.62185566,0.997441776,1.168738675,1.344273299,1.681614552,1.897882118,2.066427507,2.236121628,2.294854804,2.308827501,2.324029974,2.325237356,2.325519616,2.325672927,2.325730367,2.32577731,2.325771831,2.325841046,2.325846224,2.325852368,2.325856977,2.325861354,2.325863662,2.325779616,2.325867233,2.32586815
W10004_0619 X PHK76,0.11447347,0.133628534,0.223101532,0.281082295,0.39797349,0.554685286,0.681813318,1.067399246,1.239139327,1.412791482,1.740214378,1.945756502,2.103445262,2.25995328,2.313887801,2.326856496,2.341368926,2.342597952,2.342888521,2.343044321,2.343101983,2.343148955,2.343143476,2.343212691,2.343217869,2.343224013,2.343228622,2.343233,2.343235307,2.343151262,2.343238878,2.343239796
W10004_0619 X PHP02,-0.100879647,-0.085861458,-0.01267829,0.036434849,0.138177694,0.278971604,0.396181174,0.765046756,0.934975592,1.109961606,1.447723351,1.664003973,1.830862766,1.994009256,2.047429441,2.059626866,2.072686444,2.073788986,2.074062202,2.074214418,2.074271825,2.074318767,2.074313287,2.074382502,2.07438768,2.074393824,2.074398433,2.074402811,2.074405118,2.074321073,2.074408689,2.074409607
W10004_0619 X PHZ51,0.023956597,0.039716429,0.116106283,0.167084257,0.272144927,0.416577585,0.536140344,0.909414722,1.080254299,1.255732429,1.594300409,1.812500846,1.983403975,2.156590523,2.216924988,2.231307772,2.246915002,2.248136291,2.248419378,2.248572737,2.248630175,2.248677118,2.248671639,2.248740854,2.248746032,2.248752176,2.248756785,2.248761163,2.24876347,2.248679424,2.248767041,2.248767958
W10004_0620 X PHK76,0.074195321,0.090793897,0.170666469,0.22362154,0.332153654,0.48032267,0.602222144,0.978985349,1.149601622,1.323643736,1.655671804,1.866554509,2.029528196,2.191937711,2.247622918,2.260845778,2.275320013,2.276501341,2.276781842,2.276935014,2.276992454,2.277039397,2.277033918,2.277103133,2.277108311,2.277114455,2.277119064,2.277123442,2.277125749,2.277041704,2.27712932,2.277130238
W10004_0620 X PHP02,0.00451118,0.022254301,0.106500748,0.161770424,0.274165651,0.426270134,0.550545692,0.931034158,1.101888375,1.275384752,1.604385096,1.812128964,1.972151684,2.131519725,2.18648757,2.199669901,2.214318582,2.215538179,2.215825448,2.215980151,2.216037696,2.216084651,2.216079172,2.216148386,2.216153565,2.216159709,2.216164318,2.216168695,2.216171003,2.216086957,2.216174574,2.216175491
W10004_0620 X PHZ51,0.063932759,0.080273119,0.159840126,0.213094674,0.322991788,0.474100803,0.599029934,0.986889389,1.162724231,1.341774094,1.681014458,1.893273273,2.054031684,2.208767,2.259382608,2.271094765,2.28387441,2.28497547,2.285248689,2.285400907,2.285458313,2.285505255,2.285499776,2.285568991,2.285574169,2.285580313,2.285584922,2.2855893,2.285591607,2.285507562,2.285595178,2.285596095
W10004_0622 X PHK76,-0.193011655,-0.177092261,-0.099637518,-0.047816814,0.05910753,0.206123118,0.327669993,0.70502535,0.876072347,1.050206623,1.379940399,1.586053231,1.74202845,1.892148639,1.941410771,1.952874081,1.965482371,1.96658101,1.966854148,1.967006363,1.967063769,1.967110711,1.967105232,1.967174447,1.967179625,1.967185769,1.967190378,1.967194755,1.967197063,1.967113017,1.967200634,1.967201551
W10004_0622 X PHP02,0.114500112,0.130813401,0.20985234,0.262537035,0.370925096,0.519466224,0.641979594,1.021394902,1.193206178,1.368210166,1.700498297,1.909505004,2.06896047,2.224320341,2.27589742,2.287904349,2.300975125,2.302084361,2.302358009,2.302510257,2.302567664,2.302614606,2.302609127,2.302678342,2.30268352,2.302689664,2.302694273,2.302698651,2.302700958,2.302616913,2.302704529,2.302705446
W10004_0622 X PHZ51,0.101489613,0.11805492,0.198247423,0.2516693,0.361545973,0.512135503,0.636393481,1.021873262,1.196931645,1.3757031,1.716952242,1.93342024,2.100112876,2.264736185,2.320200724,2.333166996,2.347165862,2.34830807,2.348584074,2.348736558,2.348793971,2.348840913,2.348835433,2.348904648,2.348909826,2.34891597,2.34892058,2.348924957,2.348927265,2.348843219,2.348930835,2.348931753
W10004_0624 X PHK76,0.025539967,0.040963181,0.117221092,0.169044121,0.277389213,0.42855978,0.554802888,0.94916079,1.126886709,1.305627301,1.633913303,1.82967187,1.972372118,2.107244839,2.152550791,2.163435213,2.175731546,2.176827826,2.177100913,2.177253125,2.177310532,2.177357474,2.177351994,2.177421209,2.177426387,2.177432531,2.17743714,2.177441518,2.177443826,2.17735978,2.177447396,2.177448314
W10004_0624 X PHP02,0.012287399,0.0289288,0.108820624,0.161696483,0.269940307,0.417548659,0.538900398,0.913773623,1.08354371,1.256799451,1.587789268,1.798627457,1.962232523,2.126573392,2.183702381,2.197429313,2.212620511,2.213859249,2.214147333,2.214301898,2.214359413,2.214406363,2.214400884,2.214470098,2.214475277,2.214481421,2.21448603,2.214490407,2.214492715,2.214408669,2.214496286,2.214497203
W10004_0624 X PHZ51,-0.061405414,-0.04406792,0.039138704,0.094160606,0.206655315,0.359728173,0.485266772,0.871139364,1.044797704,1.221188333,1.555241053,1.765277171,1.925969414,2.083820988,2.136989792,2.149489381,2.163135263,2.164272439,2.16454851,2.164701051,2.164758466,2.164805409,2.164799929,2.164869144,2.164874322,2.164880466,2.164885075,2.164889453,2.164891761,2.164807715,2.164895331,2.164896249
W10004_0625 X PHK76,0.101507004,0.117203315,0.193793455,0.245184215,0.351503521,0.498193568,0.619847586,0.999369612,1.17220361,1.348611978,1.683719206,1.893666656,2.052516831,2.204853863,2.254463003,2.265946243,2.278545041,2.279643086,2.279916203,2.280068416,2.280125823,2.280172765,2.280167285,2.2802365,2.280241679,2.280247822,2.280252432,2.280256809,2.280259117,2.280175071,2.280262687,2.280263605
W10004_0625 X PHP02,0.031393191,0.046315697,0.119470606,0.168705962,0.270789101,0.4120449,0.529554853,0.898752954,1.068597171,1.243458251,1.581494965,1.799187933,1.968840685,2.138182051,2.195260077,2.208409891,2.222124158,2.223144946,2.22338198,2.2235113,2.22355987,2.223599577,2.223594942,2.223653488,2.223657868,2.223663065,2.223666964,2.223670667,2.223672619,2.223601528,2.223675639,2.223676415
